mode: atomic
cderun/main.go:13.13,14.49 1 0
cderun/internal/runtime/controlsocket/client.go:431.8,433.3 1 0
cderun/internal/runtime/controlsocket/client.go:435.2,436.12 2 3
cderun/internal/runtime/controlsocket/client.go:436.12,437.20 1 3
cderun/internal/runtime/controlsocket/client.go:437.20,439.4 1 1
cderun/internal/runtime/controlsocket/client.go:440.3,440.20 1 3
cderun/internal/runtime/controlsocket/client.go:440.20,442.4 1 2
cderun/internal/runtime/controlsocket/client.go:444.3,445.10 2 3
cderun/internal/runtime/controlsocket/client.go:445.10,447.4 1 2
cderun/internal/runtime/controlsocket/client.go:447.9,449.4 1 1
cderun/internal/runtime/controlsocket/client.go:450.3,450.24 1 3
cderun/internal/runtime/controlsocket/client.go:453.2,453.9 1 3
cderun/internal/runtime/controlsocket/client.go:454.30,455.14 1 1
cderun/internal/runtime/controlsocket/client.go:456.27,457.10 1 2
cderun/internal/runtime/controlsocket/client.go:458.31,459.15 1 0
cderun/internal/runtime/controlsocket/client.go:460.11,460.11 0 2
cderun/internal/runtime/controlsocket/client.go:462.3,462.27 1 2
cderun/internal/runtime/controlsocket/client.go:463.20,464.19 1 0
cderun/internal/runtime/controlsocket/client.go:468.36,469.61 1 2
cderun/internal/runtime/controlsocket/client.go:469.61,471.3 1 0
cderun/internal/runtime/controlsocket/client.go:472.2,472.12 1 2
cderun/internal/runtime/controlsocket/client.go:476.93,479.16 3 2
cderun/internal/runtime/controlsocket/client.go:479.16,481.3 1 0
cderun/internal/runtime/controlsocket/client.go:483.2,484.12 2 2
cderun/internal/runtime/controlsocket/client.go:488.101,491.16 3 2
cderun/internal/runtime/controlsocket/client.go:491.16,493.3 1 0
cderun/internal/runtime/controlsocket/client.go:495.2,496.12 2 2
cderun/internal/runtime/controlsocket/protocol.go:53.45,55.66 2 156
cderun/internal/runtime/controlsocket/protocol.go:55.66,57.3 1 20
cderun/internal/runtime/controlsocket/protocol.go:58.2,58.27 1 136
cderun/internal/runtime/controlsocket/protocol.go:58.27,60.3 1 1
cderun/internal/runtime/controlsocket/protocol.go:62.2,63.47 2 135
cderun/internal/runtime/controlsocket/protocol.go:63.47,65.3 1 1
cderun/internal/runtime/controlsocket/protocol.go:66.2,66.17 1 134
cderun/internal/runtime/controlsocket/protocol.go:70.52,71.49 1 136
cderun/internal/runtime/controlsocket/protocol.go:71.49,73.3 1 1
cderun/internal/runtime/controlsocket/protocol.go:74.2,76.66 2 135
cderun/internal/runtime/controlsocket/protocol.go:76.66,78.3 1 0
cderun/internal/runtime/controlsocket/protocol.go:79.2,79.16 1 135
cderun/internal/runtime/controlsocket/protocol.go:79.16,80.45 1 134
cderun/internal/runtime/controlsocket/protocol.go:80.45,82.4 1 0
cderun/internal/runtime/controlsocket/protocol.go:84.2,84.12 1 135
cderun/internal/runtime/controlsocket/server.go:45.67,46.19 1 18
cderun/internal/runtime/controlsocket/server.go:46.19,48.3 1 0
cderun/internal/runtime/controlsocket/server.go:49.2,54.3 1 18
cderun/internal/runtime/controlsocket/server.go:58.71,62.2 3 9
cderun/internal/runtime/controlsocket/server.go:65.32,69.23 3 19
cderun/internal/runtime/controlsocket/server.go:69.23,71.3 1 1
cderun/internal/runtime/controlsocket/server.go:74.2,74.71 1 18
cderun/internal/runtime/controlsocket/server.go:74.71,76.3 1 0
cderun/internal/runtime/controlsocket/server.go:78.2,79.16 2 18
cderun/internal/runtime/controlsocket/server.go:79.16,81.3 1 0
cderun/internal/runtime/controlsocket/server.go:84.2,84.53 1 18
cderun/internal/runtime/controlsocket/server.go:84.53,86.3 1 0
cderun/internal/runtime/controlsocket/server.go:88.2,93.12 5 18
cderun/internal/runtime/controlsocket/server.go:96.31,99.6 2 18
cderun/internal/runtime/controlsocket/server.go:99.6,101.17 2 38
cderun/internal/runtime/controlsocket/server.go:101.17,102.11 1 18
cderun/internal/runtime/controlsocket/server.go:103.20,104.11 1 18
cderun/internal/runtime/controlsocket/server.go:105.12,107.11 2 0
cderun/internal/runtime/controlsocket/server.go:111.3,111.28 1 20
cderun/internal/runtime/controlsocket/server.go:111.28,113.12 2 0
cderun/internal/runtime/controlsocket/server.go:116.3,117.23 2 20
cderun/internal/runtime/controlsocket/server.go:117.23,123.4 4 20
cderun/internal/runtime/controlsocket/server.go:127.48,130.9 3 20
cderun/internal/runtime/controlsocket/server.go:131.18,132.15 1 0
cderun/internal/runtime/controlsocket/server.go:133.10,135.14 2 20
cderun/internal/runtime/controlsocket/server.go:139.45,143.2 3 20
cderun/internal/runtime/controlsocket/server.go:145.44,147.78 1 20
cderun/internal/runtime/controlsocket/server.go:147.78,150.3 2 0
cderun/internal/runtime/controlsocket/server.go:152.2,153.16 2 20
cderun/internal/runtime/controlsocket/server.go:153.16,156.3 2 0
cderun/internal/runtime/controlsocket/server.go:158.2,159.55 2 20
cderun/internal/runtime/controlsocket/server.go:159.55,163.3 3 1
cderun/internal/runtime/controlsocket/server.go:165.2,165.51 1 19
cderun/internal/runtime/controlsocket/server.go:165.51,170.3 4 1
cderun/internal/runtime/controlsocket/server.go:173.2,174.36 2 18
cderun/internal/runtime/controlsocket/server.go:174.36,176.3 1 0
cderun/internal/runtime/controlsocket/server.go:178.2,178.64 1 18
cderun/internal/runtime/controlsocket/server.go:178.64,181.3 2 0
cderun/internal/runtime/controlsocket/server.go:184.2,184.58 1 18
cderun/internal/runtime/controlsocket/server.go:184.58,186.3 1 0
cderun/internal/runtime/controlsocket/server.go:189.2,189.6 1 18
cderun/internal/runtime/controlsocket/server.go:189.6,191.17 2 56
cderun/internal/runtime/controlsocket/server.go:191.17,192.63 1 18
cderun/internal/runtime/controlsocket/server.go:192.63,194.5 1 18
cderun/internal/runtime/controlsocket/server.go:195.4,196.10 2 0
cderun/internal/runtime/controlsocket/server.go:199.3,200.63 2 38
cderun/internal/runtime/controlsocket/server.go:200.63,202.12 2 0
cderun/internal/runtime/controlsocket/server.go:205.3,205.37 1 38
cderun/internal/runtime/controlsocket/server.go:209.100,211.61 2 38
cderun/internal/runtime/controlsocket/server.go:211.61,213.3 1 22
cderun/internal/runtime/controlsocket/server.go:214.2,214.32 1 16
cderun/internal/runtime/controlsocket/server.go:217.73,221.23 3 38
cderun/internal/runtime/controlsocket/server.go:222.15,225.34 3 11
cderun/internal/runtime/controlsocket/server.go:227.26,228.55 1 5
cderun/internal/runtime/controlsocket/server.go:230.25,231.54 1 1
cderun/internal/runtime/controlsocket/server.go:233.24,234.53 1 11
cderun/internal/runtime/controlsocket/server.go:236.26,237.55 1 1
cderun/internal/runtime/controlsocket/server.go:239.26,240.55 1 4
cderun/internal/runtime/controlsocket/server.go:242.26,243.55 1 2
cderun/internal/runtime/controlsocket/server.go:245.29,246.58 1 2
cderun/internal/runtime/controlsocket/server.go:248.10,249.96 1 1
cderun/internal/runtime/controlsocket/server.go:253.92,258.14 4 5
cderun/internal/runtime/controlsocket/server.go:258.14,261.3 2 1
cderun/internal/runtime/controlsocket/server.go:263.2,264.55 2 4
cderun/internal/runtime/controlsocket/server.go:264.55,267.3 2 0
cderun/internal/runtime/controlsocket/server.go:269.2,269.24 1 4
cderun/internal/runtime/controlsocket/server.go:269.24,272.3 2 1
cderun/internal/runtime/controlsocket/server.go:274.2,275.16 2 3
cderun/internal/runtime/controlsocket/server.go:275.16,278.3 2 1
cderun/internal/runtime/controlsocket/server.go:280.2,282.16 3 2
cderun/internal/runtime/controlsocket/server.go:282.16,285.3 2 0
cderun/internal/runtime/controlsocket/server.go:287.2,289.33 3 2
cderun/internal/runtime/controlsocket/server.go:292.92,297.14 4 4
cderun/internal/runtime/controlsocket/server.go:297.14,300.3 2 0
cderun/internal/runtime/controlsocket/server.go:302.2,303.55 2 4
cderun/internal/runtime/controlsocket/server.go:303.55,306.3 2 0
cderun/internal/runtime/controlsocket/server.go:308.2,309.19 2 4
cderun/internal/runtime/controlsocket/server.go:309.19,311.3 1 3
cderun/internal/runtime/controlsocket/server.go:313.2,315.24 3 4
cderun/internal/runtime/controlsocket/server.go:315.24,316.29 1 7
cderun/internal/runtime/controlsocket/server.go:316.29,318.4 1 4
cderun/internal/runtime/controlsocket/server.go:320.2,324.14 4 4
cderun/internal/runtime/controlsocket/server.go:324.14,327.3 2 2
cderun/internal/runtime/controlsocket/server.go:327.8,330.3 2 2
cderun/internal/runtime/controlsocket/server.go:332.2,336.12 4 4
cderun/internal/runtime/controlsocket/server.go:336.12,340.3 3 4
cderun/internal/runtime/controlsocket/server.go:342.2,342.9 1 4
cderun/internal/runtime/controlsocket/server.go:343.25,344.17 1 1
cderun/internal/runtime/controlsocket/server.go:344.17,347.4 2 1
cderun/internal/runtime/controlsocket/server.go:348.19,349.10 1 3
cderun/internal/runtime/controlsocket/server.go:350.26,351.18 1 0
cderun/internal/runtime/controlsocket/server.go:351.18,354.5 2 0
cderun/internal/runtime/controlsocket/server.go:355.11,355.11 0 3
cderun/internal/runtime/controlsocket/server.go:357.20,359.9 2 0
cderun/internal/runtime/controlsocket/server.go:362.2,364.52 3 3
cderun/internal/runtime/controlsocket/server.go:364.52,367.3 2 0
cderun/internal/runtime/controlsocket/server.go:368.2,370.9 2 3
cderun/internal/runtime/controlsocket/server.go:371.30,372.17 1 3
cderun/internal/runtime/controlsocket/server.go:372.17,374.4 1 0
cderun/internal/runtime/controlsocket/server.go:375.20,376.53 1 0
cderun/internal/runtime/controlsocket/server.go:385.51,388.2 2 4
cderun/internal/runtime/controlsocket/server.go:390.92,395.14 4 2
cderun/internal/runtime/controlsocket/server.go:395.14,398.3 2 0
cderun/internal/runtime/controlsocket/server.go:400.2,401.55 2 2
cderun/internal/runtime/controlsocket/server.go:401.55,404.3 2 0
cderun/internal/runtime/controlsocket/server.go:406.2,406.78 1 2
cderun/internal/runtime/controlsocket/server.go:406.78,409.3 2 1
cderun/internal/runtime/controlsocket/server.go:411.2,413.33 3 1
cderun/internal/runtime/controlsocket/server.go:416.95,421.14 4 2
cderun/internal/runtime/controlsocket/server.go:421.14,424.3 2 0
cderun/internal/runtime/controlsocket/server.go:426.2,427.55 2 2
cderun/internal/runtime/controlsocket/server.go:427.55,430.3 2 0
cderun/internal/runtime/controlsocket/server.go:432.2,432.90 1 2
cderun/internal/runtime/controlsocket/server.go:432.90,435.3 2 1
cderun/internal/runtime/controlsocket/server.go:437.2,439.33 3 1
cderun/internal/runtime/controlsocket/server.go:442.91,447.14 4 1
cderun/internal/runtime/controlsocket/server.go:447.14,450.3 2 0
cderun/internal/runtime/controlsocket/server.go:452.2,453.55 2 1
cderun/internal/runtime/controlsocket/server.go:453.55,456.3 2 0
cderun/internal/runtime/controlsocket/server.go:458.2,458.64 1 1
cderun/internal/runtime/controlsocket/server.go:458.64,461.3 2 0
cderun/internal/runtime/controlsocket/server.go:463.2,465.33 3 1
cderun/internal/runtime/controlsocket/server.go:468.90,473.14 4 11
cderun/internal/runtime/controlsocket/server.go:473.14,476.3 2 0
cderun/internal/runtime/controlsocket/server.go:478.2,479.55 2 11
cderun/internal/runtime/controlsocket/server.go:479.55,482.3 2 0
cderun/internal/runtime/controlsocket/server.go:484.2,485.16 2 11
cderun/internal/runtime/controlsocket/server.go:485.16,488.3 2 0
cderun/internal/runtime/controlsocket/server.go:490.2,492.16 3 11
cderun/internal/runtime/controlsocket/server.go:492.16,495.3 2 0
cderun/internal/runtime/controlsocket/server.go:497.2,499.33 3 11
cderun/internal/runtime/controlsocket/server.go:502.92,507.14 4 1
cderun/internal/runtime/controlsocket/server.go:507.14,510.3 2 0
cderun/internal/runtime/controlsocket/server.go:512.2,513.55 2 1
cderun/internal/runtime/controlsocket/server.go:513.55,516.3 2 0
cderun/internal/runtime/controlsocket/server.go:518.2,518.65 1 1
cderun/internal/runtime/controlsocket/server.go:518.65,521.3 2 0
cderun/internal/runtime/controlsocket/server.go:523.2,525.33 3 1
cderun/internal/runtime/controlsocket/server.go:528.91,536.16 3 20
cderun/internal/runtime/controlsocket/server.go:536.16,538.3 1 0
cderun/internal/runtime/controlsocket/server.go:539.2,539.31 1 20
cderun/internal/runtime/controlsocket/server.go:542.66,546.2 3 7
cderun/internal/runtime/controlsocket/server.go:549.32,551.9 2 19
cderun/internal/runtime/controlsocket/server.go:552.18,554.13 2 1
cderun/internal/runtime/controlsocket/server.go:555.10,556.18 1 18
cderun/internal/runtime/controlsocket/server.go:559.2,559.23 1 18
cderun/internal/runtime/controlsocket/server.go:559.23,561.3 1 18
cderun/internal/runtime/controlsocket/server.go:563.2,563.25 1 18
cderun/internal/runtime/controlsocket/server.go:563.25,565.3 1 15
cderun/internal/runtime/controlsocket/server.go:566.2,571.24 3 18
cderun/internal/runtime/controlsocket/server.go:571.24,572.72 1 18
cderun/internal/runtime/controlsocket/server.go:572.72,574.4 1 0
cderun/internal/runtime/controlsocket/server.go:577.2,578.12 2 18
cderun/internal/runtime/common.go:41.43,42.16 1 67
cderun/internal/runtime/common.go:42.16,44.3 1 5
cderun/internal/runtime/common.go:47.2,47.29 1 62
cderun/internal/runtime/common.go:47.29,49.3 1 1
cderun/internal/runtime/common.go:52.2,52.67 1 61
cderun/internal/runtime/common.go:52.67,54.3 1 3
cderun/internal/runtime/common.go:57.2,58.29 2 58
cderun/internal/runtime/common.go:58.29,60.24 1 3
cderun/internal/runtime/common.go:60.24,62.4 1 2
cderun/internal/runtime/common.go:64.3,64.14 1 1
cderun/internal/runtime/common.go:68.2,69.29 2 55
cderun/internal/runtime/common.go:69.29,70.23 1 3
cderun/internal/runtime/common.go:70.23,72.4 1 2
cderun/internal/runtime/common.go:75.2,76.42 2 53
cderun/internal/runtime/common.go:76.42,77.31 1 439
cderun/internal/runtime/common.go:77.31,79.4 1 38
cderun/internal/runtime/common.go:82.2,82.34 1 15
cderun/internal/runtime/common.go:86.43,87.16 1 22
cderun/internal/runtime/common.go:87.16,89.3 1 2
cderun/internal/runtime/common.go:90.2,92.45 2 20
cderun/internal/runtime/common.go:92.45,93.32 1 79
cderun/internal/runtime/common.go:93.32,95.4 1 6
cderun/internal/runtime/common.go:97.2,97.14 1 14
cderun/internal/runtime/common.go:101.60,104.9 3 6
cderun/internal/runtime/common.go:105.20,106.19 1 3
cderun/internal/runtime/common.go:107.17,108.13 1 3
cderun/internal/runtime/containerd.go:67.70,68.37 1 3
cderun/internal/runtime/containerd.go:68.37,70.3 1 3
cderun/internal/runtime/containerd.go:74.71,75.37 1 14
cderun/internal/runtime/containerd.go:75.37,77.3 1 14
cderun/internal/runtime/containerd.go:81.103,91.27 2 15
cderun/internal/runtime/containerd.go:91.27,93.3 1 16
cderun/internal/runtime/containerd.go:95.2,95.22 1 15
cderun/internal/runtime/containerd.go:95.22,97.17 2 1
cderun/internal/runtime/containerd.go:97.17,99.4 1 0
cderun/internal/runtime/containerd.go:100.3,100.16 1 1
cderun/internal/runtime/containerd.go:103.2,103.22 1 15
cderun/internal/runtime/containerd.go:103.22,105.3 1 13
cderun/internal/runtime/containerd.go:107.2,107.16 1 15
cderun/internal/runtime/containerd.go:110.71,114.8 4 11
cderun/internal/runtime/containerd.go:114.8,116.10 1 3
cderun/internal/runtime/containerd.go:117.21,117.21 0 3
cderun/internal/runtime/containerd.go:118.11,118.11 0 0
cderun/internal/runtime/containerd.go:123.65,126.48 3 7
cderun/internal/runtime/containerd.go:126.48,127.10 1 2
cderun/internal/runtime/containerd.go:128.17,128.17 0 0
cderun/internal/runtime/containerd.go:130.11,131.17 1 2
cderun/internal/runtime/containerd.go:133.3,133.35 1 2
cderun/internal/runtime/containerd.go:137.43,138.24 1 15
cderun/internal/runtime/containerd.go:138.24,140.3 1 15
cderun/internal/runtime/containerd.go:141.2,141.19 1 15
cderun/internal/runtime/containerd.go:144.43,146.2 1 3
cderun/internal/runtime/containerd.go:149.85,150.70 1 127
cderun/internal/runtime/containerd.go:150.70,152.3 1 34
cderun/internal/runtime/containerd.go:153.2,153.72 1 93
cderun/internal/runtime/containerd.go:153.72,155.3 1 12
cderun/internal/runtime/containerd.go:156.2,156.60 1 81
cderun/internal/runtime/containerd.go:156.60,158.3 1 18
cderun/internal/runtime/containerd.go:159.2,159.61 1 63
cderun/internal/runtime/containerd.go:159.61,161.3 1 23
cderun/internal/runtime/containerd.go:162.2,162.50 1 40
cderun/internal/runtime/containerd.go:165.85,166.17 1 127
